id,pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
3849,anavajja 1,ptp,irreproachable; faultless; blameless; innocent,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","dānañ'ca dhammacariyā ca, ñātakānañ'ca saṅgaho.
<b>anavajjāni</b> kammāni, etam'maṅgalam'uttamaṃ.",SNP51,"mahābyūhasuttaṃ
aṭṭhakavaggo 13","sīlabbataṃ vā'pi pahāya sabbaṃ,
kammañ'ca sāvajj'<b>anavajjam</b>'etaṃ,
suddhiṃ asuddhin'ti apatthayāno,
virato care santim'anuggahāya.",MN27,cūḷa hatthipadopamasuttaṃ,so iminā ariyena sīlakkhandhena samannāgato ajjhattaṃ <b>anavajja</b>sukhaṃ paṭisaṃvedeti,AN5.198,vācāsuttaṃ,"imehi kho, bhikkhave, pañcahi aṅgehi samannāgatā vācā subhāsitā hoti, no dubbhāsitā, <b>anavajjā</b> ca ananuvajjā ca viññūnan'ti."
8502,amanāpa 1,adj,unpleasant; dislikeable; disagreeable; detestable,Trad,,"yan'dunnimittaṃ avamaṅgalañ'ca, yo c'<b>āmanāpo</b> sakuṇassa saddo, pāpaggaho dussupinaṃ akantaṃ, buddh'ānubhāvena vināsam'entu",AN5.81,rajanīyasuttaṃ,"pañcahi, bhikkhave, dhammehi samannāgato thero bhikkhu sabrahmacārīnaṃ appiyo ca hoti <b>amanāpo</b> ca agaru ca abhāvanīyo ca",MN2.5,sabbāsavasuttaṃ,"duruttānaṃ durāgatānaṃ vacanapathānaṃ, uppannānaṃ sārīrikānaṃ vedanānaṃ dukkhānaṃ tippānaṃ kharānaṃ kaṭukānaṃ asātānaṃ <b>amanāpānaṃ</b> pāṇaharānaṃ adhivāsakajātiko hoti",DN22.15,mahāsatipaṭṭhānasuttaṃ,"idha yassa te honti aniṭṭhā akantā <b>amanāpā</b> rūpā saddā gandhā rasā phoṭṭhabbā dhammā, ye vā panassa te honti anatthakāmā ahitakāmā aphāsukakāmā ayogakkhemakāmā"
8881,arati 1,fem,dissatisfaction; dislike; discontent; aversion; boredom listlessness,MN62,mahārāhulovādasuttaṃ,"muditaṃ, rāhula, bhāvanaṃ bhāvehi. muditañ'hi te, rāhula, bhāvanaṃ bhāvayato yā <b>arati</b> sā pahīyissati.",SNP54,"sāriputtasuttaṃ
aṭṭhakavaggo 16","paññaṃ purakkhatvā kalyāṇapīti,
vikkhambhaye tāni parissayāni,
<b>aratiṃ</b> sahetha sayanamhi pante,
caturo sahetha paridevadhamme.",AN1.11-20,nīvaraṇappahāna vaggo,yena anuppannaṃ vā thīnamiddhaṃ uppajjati uppannaṃ vā thinamiddhaṃ bhiyyobhāvāya vepullāya saṃvattati yatha'y'idaṃ <b>arati</b> tandī vijambhitā bhattasammado cetaso ca līnattaṃ.,,,
10189,avacara 1,adj,accustomed (to); familiar (with); at home (in),MN61,ambalaṭṭhika rāhulovādasuttaṃ,"seyyathā'pi, rāhula, rañño nāgo īsādanto urūḷhavā abhijāto saṅgāma-<b>avacaro</b> saṅgāmagato purimehi'pi pādehi kammaṃ karoti, pacchimehi'pi pādehi kammaṃ karoti",AN10.8,jhānasuttaṃ,"yato ca kho, bhikkhave, bhikkhu saddho ca hoti, sīlavā ca, bahussuto ca, dhammakathiko ca, parisā-<b>avacaro</b> ca, visārado ca parisāya dhammaṃ deseti … evaṃ so ten'aṅgena paripūro hoti.",,,,,,
10551,avijjāsava,masc,effluent of ignorance,MN39,mahāassapurasuttaṃ,tassa evaṃ jānato evaṃ passato kām'āsavā'pi cittaṃ vimuccati bhav'āsavā'pi cittaṃ vimuccati <b>avijj'āsavā</b>'pi cittaṃ vimuccati,AN6.63,nibbedhikasuttaṃ,"tayo'me, bhikkhave, āsavā, kām'āsavo, bhav'āsavo, <b>avijj'āsavo</b>.",MN2.2,sabbāsavasuttaṃ,"yassa dhamme manasikaroto anuppanno vā <b>avijj'āsavo</b> na uppajjati, uppanno vā avijj'āsavo pahīyati",,,
12407,ārambha 1.1,masc,arousing energy; making an effort; initiative,AN8.53,saṃkhittasuttaṃ,"vīriya-<b>arambhāya</b> saṃvattanti, no kosajjāya, subharatāya saṃvattanti, no dubbharatāyā",AN1.18,nīvaraṇappahānavaggo,"n'āhaṃ, bhikkhave, aññaṃ ekadhammam'pi samanupassāmi yena anuppannaṃ vā thinamiddhaṃ n'uppajjati uppannaṃ vā thinamiddhaṃ pahīyati yatha'y'idaṃ, bhikkhave, <b>ārambha</b>dhātu nikkamadhātu parakkamadhātu",,,,,,
12414,ārambhadhātu,fem,arousing energy; initiative; (comm) first effort,AN1.18,nīvaraṇappahānavaggo,"n'āhaṃ, bhikkhave, aññaṃ ekadhammam'pi samanupassāmi yena anuppannaṃ vā thinamiddhaṃ n'uppajjati uppannaṃ vā thinamiddhaṃ pahīyati yatha'y'idaṃ, bhikkhave, <b>ārambhadhātu</b> nikkamadhātu parakkamadhātu",,,,,,,,,
13760,indriyasaṃvara,masc,control of the mind; sense restraint,MN112,chabbisodhanasuttaṃ,"so iminā ca ariyena sīlakkhandhena samannāgato, imāya ca ariyāya santuṭṭhiyā samannāgato, iminā ca ariyena <b>indriyasaṃvarena</b> samannāgato, iminā ca ariyena satisampajaññena samannāgato vivittaṃ sen'āsanaṃ bhajiṃ",AN10.61,avijjāsuttaṃ,"tīṇi'p'āhaṃ sucaritāni sāhārāni vadāmi, no anāhārāni. ko c'āhāro tiṇṇaṃ sucaritānaṃ? <b>indriyasaṃvaro'</b>ti'ssa vacanīyaṃ.",AN10.73,iṭṭhadhammasuttaṃ,"kalyāṇamittatā sīlānaṃ āhāro, <b>indriyasaṃvaro</b> brahmacariyassa āhāro, avisaṃvādanā mittānaṃ āhāro",,,
18082,evamassu,sandhi,they should be like this,VIN PAT SA 11,bhedānuvattakasikkhāpadaṃ,"te bhikkhū bhikkhūhi <b>evam'assu</b> vacanīyā, m'āyasmanto evaṃ avacuttha, na c'eso bhikkhu dhammavādī, na c'eso bhikkhu vinayavādī, m'āyasmantānam'pi saṅghabhedo ruccittha",,,,,,,,,
20800,kassapa 3,masc,family name,SN3.1,daharasuttaṃ,"ye'pi te, bho gotama, samaṇabrāhmaṇā saṅghino gaṇino gaṇācariyā ñātā yasassino titthakarā sādhusammatā bahujanassa, seyyath'idaṃ, pūraṇo <b>kassapo</b>, makkhali gosālo, nigaṇṭho nāṭaputto, sañcayo belaṭṭhaputto, pakudho kaccāyano, ajito kesakambalo",MN36,mahāsaccakasuttaṃ,"abhijānām'ahaṃ, bho gotama, pūraṇaṃ <b>kassapaṃ</b> vādena vādaṃ samārabhitā. so'pi mayā vādena vādaṃ samāraddho aññen'aññaṃ paṭicari, bahiddhā kathaṃ apanāmesi, kopañ'ca dosañ'ca appaccayañ'ca pātvākāsi.",MN118,ānāpānassatisuttaṃ,āyasmatā ca sāriputtena āyasmatā ca mahāmoggallānena āyasmatā ca mahā<b>kassapena</b> āyasmatā ca mahākaccāyanena āyasmatā ca mahākoṭṭhikena āyasmatā ca mahākappinena,SN9.3,kassapagottasuttaṃ,"suṇāti na vijānāti, āloketi na passati. dhammasmiṃ bhaññamānasmiṃ, atthaṃ bālo na bujjhati. sace'pi dasa pajjote, dhārayissasi, <b>kassapa</b>. n'eva dakkhati rūpāni, cakkhu hi'ssa na vijjatī'ti."
