id,pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
7455,abrahmacariya 1,nt,unchastity; uncelibacy,MN51,kandarakasuttaṃ,<b>abrahmacariyaṃ</b> pahāya brahmacārī ārācārī virato methunā gāmadhammā.,AN3.71,uposathasuttaṃ,"pāṇaṃ na haññe na c'adinnam'ādiye,
musā na bhāse na ca majjapo siyā,
<b>abrahmacariyā</b> virameyya methunā,
rattiṃ na bhuñjeyya vikālabhojanaṃ.",,,,,,
11225,āgamma 2,ind,owing (to); relating (to); due (to); concerning,TH248,adhimuttattheragāthā,"ten'āyaṃ desito dhammo,
khayagāmī anuttaro,
tassa sāsanam'<b>āgamma</b>,
labbhate taṃ asokatā.",AN5.162,dutiyaāghātapaṭivinayasuttaṃ,"evaṃ tasmiṃ puggale āghāto paṭivinetabbo. samantapāsādikaṃ, āvuso, puggalaṃ <b>āgamma</b> cittaṃ pasīdati.",MN137,saḷāyatanavibhaṅgasuttaṃ,"tatra, bhikkhave, yāni cha nekkhammasitāni somanassāni tāni nissāya tāni <b>āgamma</b> yāni cha gehasitāni somanassāni tāni pajahatha, tāni samatikkamatha.",MN20,vitakkasaṇṭhānasuttaṃ,"idha, bhikkhave, bhikkhuno yaṃ nimittaṃ <b>āgamma</b> yaṃ nimittaṃ manasikaroto uppajjanti pāpakā akusalā vitakkā chand'ūpasaṃhitā'pi dos'ūpasaṃhitā'pi moh'ūpasaṃhitā'pi"
20667,kalyāṇamittatā,fem,fact of having excellent friendship; fact of having spiritual companionship,AN6.22,aparihāniyasuttaṃ,"na kamm'ārāmatā, na bhass'ārāmatā, na nidd'ārāmatā, na saṅgaṇik'ārāmatā ... sovacassatā, <b>kalyāṇamittatā</b>",,,,,,,,,
42476,pabbajita 1,masc,monk; monastic; renunciant; renunciate,DHP184,buddhavaggo,"khantī paramaṃ tapo titikkhā,
nibbānaṃ paramaṃ vadanti buddhā,
na hi <b>pabbajito</b> par'ūpaghātī,
samaṇo hoti paraṃ viheṭhayanto.",AN10.48,pabbajitābhiṇhasuttaṃ,dasa ime bhikkhave dhammā <b>pabbajitena</b> abhiṇhaṃ paccavekkhitabbā. katame dasa?,DHP74,bālavaggo,"mam'eva kata maññantu, gihī<b>pabbajitā</b> ubho,
mam'ev'ātivasā assu, kicc'ākiccesu kismici.
iti bālassa saṅkappo, icchā māno ca vaḍḍhati.",VIN1.1.4,catutthapārājikaṃ,samudācareyyā'ti āroceyya itthiyā vā purisassa vā gahaṭṭhassa vā <b>pabbajitassa</b> vā.
52579,micchāājīva 1,adj,with wrong livelihood; having a wrong mode of living,MN8,sallekhasuttaṃ,"pare <b>micchāājīvā</b> bhavissanti, mayam'ettha sammāājīvā bhavissāmā'ti sallekho karaṇīyo.",MN8,sallekhasuttaṃ,"evam'eva kho, cunda, vihiṃsakassa purisapuggalassa avihiṃsā hoti parikkamanāya ... <b>micchāājīvassa</b> purisapuggalassa sammāājīvo hoti parikkamanāya, micchāvāyāmassa purisapuggalassa sammāvāyāmo hoti parikkamanāya",,,,,,
52657,mitta 1,masc,friend,KHP7,tirokuṭṭasuttaṃ,"adāsi me akāsi me, ñāti<b>mittā</b> sakhā ca me. petānaṃ dakkhiṇaṃ dajjā, pubbe katam'anussaraṃ.",Trad,,"brahmamārā ca indā ca lokapālā ca devatā, yamo, <b>mittā</b> manussā ca majjhattā verikā'pi ca, sabbe sattā sukhī hontu.",DHP376,bhikkhuvaggo,"<b>mitte</b> bhajassu kalyāṇe,
suddhājīve atandite,
paṭisanthāravuty'assa,
ācārakusalo siyā,
tato pāmojjabahulo,
dukkhass'antaṃ karissati.",ITI76,sukhapatthanāsuttaṃ,"yādisaṃ kurute <b>mittaṃ</b>,
yādisaṃ c'ūpasevati,
sa ve tādisako hoti,
sahavāso hi tādiso."
52889,muṇḍa 1,adj,bald; bald-headed; shaven,TH262,tālapuṭattheragāthā,"<b>muṇḍo</b> virūpo abhisāpam'āgato,
kapālahattho'va kulesu bhikkhasu,
yuñjassu satthuvacane mah'esino,
itissu maṃ citta pure niyuñjasi.",TH259,sāriputtattheragāthā,"rukkhamūlaṃ'va nissāya,
<b>muṇḍo</b> saṅghāṭipāruto,
paññāya uttamo thero,
upatisso'va jhāyati.",TH257,pārāpariyattheragāthā,"n'ānuyuttā tathā eke, <b>muṇḍā</b> saṅghāṭipārutā.
sambhāvanaṃ'y'ev'icchanti, lābhasakkāramucchitā.",AN4.244,āpattibhayasuttaṃ,"gacchatha, bho, imaṃ purisaṃ daḷhāya rajjuyā pacchābāhaṃ gāḷhabandhanaṃ bandhitvā khura<b>muṇḍaṃ</b> karitvā"
53051,musāvāda,masc,lying; false speech,MN51,kandarakasuttaṃ,<b>musāvādaṃ</b> pahāya <b>musāvādā</b> paṭivirato hoti saccavādī saccasandho theto paccayiko avisaṃvādako lokassa.,DHP246,malavaggo,"yo pāṇam'atipāteti,
<b>musāvādañ</b>'ca bhāsati,
loke adinnam'ādiyati,
paradārañ'ca gacchati.",,,,,,
53516,yañhi,sandhi,which certainly; whatever indeed,SNP67,"bhadrāvudha māṇava pucchā
pārāyanavaggo 12","ādānataṇhaṃ vinayetha sabbaṃ,
uddhaṃ adho tiriyañ'cā'pi majjhe,
yaṃ <b>yañ'hi</b> lokasmim'upādiyanti,
ten'eva māro anveti jantuṃ.",AN4.183,sutasuttaṃ,"<b>yañ'hi</b>, brāhmaṇa, diṭṭhaṃ bhāsato akusalā dhammā abhivaḍḍhanti, kusalā dhammā parihāyanti, evarūpaṃ diṭṭhaṃ na bhāsitabban'ti vadāmi.",SN3.4,piyasuttaṃ,"kiñ'cā'pi te evaṃ vadeyyuṃ, piyo no attā'ti, atha kho tesaṃ appiyo attā. taṃ kissa hetu? <b>yañ'hi</b> appiyo appiyassa kareyya, taṃ te attanā'va attano karonti, tasmā tesaṃ appiyo attā.",VIN1.1.1,paṭhamapārājikaṃ,taṃ kissa hetu? <b>yañ'hi</b> te bhavissati tatonidānaṃ bhayaṃ vā chambhitattaṃ vā lomahaṃso vā ārakkho vā so te na bhavissatī'ti.
60824,sammāpaṭipanna,adj,practising correctly; going the right way,SN56.9,viggāhikakathāsuttaṃ,"micchāpaṭipanno tvam'asi, aham'asmi <b>sammāpaṭipanno</b>. sahitaṃ me, asahitaṃ te. purevacanīyaṃ pacchā avaca, pacchāvacanīyaṃ pure avaca. adhiciṇṇaṃ te viparāvattaṃ. āropito te vādo, cara vādappamokkhāya. niggahito'si, nibbeṭhehi vā sace pahosī'ti.",SN8.3,pesalasuttaṃ,"na hi socati bhikkhu kadāci,
maggajino <b>sammāpaṭipanno</b>,
kittiñ'ca sukhañ'ca anubhoti,
dhammadasoti tam'āhu pahit'attaṃ.",MN139,araṇavibhaṅgasuttaṃ,"sabbe te adukkhā anupaghātā anupāyāsā apariḷāhā <b>sammāpaṭipannā</b>'ti, iti vadaṃ itth'eke ussādeti.",MN41,sāleyyakasuttaṃ,"sammādiṭṭhiko … atthi sattā opapātikā, atthi loke samaṇabrāhmaṇā sammaggatā <b>sammāpaṭipannā</b> ye imañ'ca lokaṃ parañ'ca lokaṃ sayaṃ abhiññā sacchikatvā pavedentī'ti."
