id,pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
526,agāra 1,nt,dwelling; building; house; hut,MN27,cūḷahatthipadopamasuttaṃ,na'y'idaṃ sukaraṃ <b>agāraṃ</b> ajjhāvasatā ek'antaparipuṇṇaṃ ek'antaparisuddhaṃ saṅkhalikhitaṃ brahmacariyaṃ carituṃ.,AN10.48,pabbajitābhiṇhasuttaṃ,"kacci nu kho'haṃ suñña-<b>agāre</b> abhiramāmī'ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.",VIN1.1.4,catutthapārājikaṃ,uttarimanussadhammo nāma jhānaṃ vimokkho samādhi samāpatti ñāṇadassanaṃ maggabhāvanā phalasacchikiriyā kilesappahānaṃ vinīvaraṇatā cittassa suññ'<b>āgāre</b> abhirati.,DHP13,yamakavaggo,"yathā <b>agāraṃ</b> ducchannaṃ,
vuṭṭhī samativijjhati,
evaṃ abhāvitaṃ cittaṃ,
rāgo samativijjhati."
808,aṅgika,adj,consisting of x parts; composed of x factors,DHP191,buddhavaggo,"dukkhaṃ dukkhasamuppādaṃ, dukkhassa ca atikkamaṃ, ariyañ'c'aṭṭha-<b>aṅgikaṃ</b> maggaṃ, dukkh'ūpasamagāminaṃ.",DN22.18,mahāsatipaṭṭhānasuttaṃ,ayam'eva ariyo aṭṭha-<b>aṅgiko</b> maggo seyyath'īdaṃ sammādiṭṭhi sammāsaṅkappo sammāvācā sammākamm'anto sammāājīvo sammāvāyāmo sammāsati sammāsamādhi.,MN43,mahāvedallasuttaṃ,"paṭhamaṃ pan'āvuso, jhānaṃ kati-<b>aṅgikan</b>'ti? paṭhamaṃ kho, āvuso, jhānaṃ pañc'<b>aṅgikaṃ</b>. idh'āvuso, paṭhamaṃ jhānaṃ samāpannassa bhikkhuno vitakko ca vattati, vicāro ca pīti ca sukhañ'ca citt'ek'aggatā ca.",,,
1573,aññamañña,pron,mutual; one another; one to another,DSa,nidānakathā,"hetupaccayo, ārammaṇapaccayo, adhipatipaccayo, anantarapaccayo, samanantarapaccayo, sahajātapaccayo, <b>aññam'añña</b>paccayo",SNP53,"attadaṇḍasuttaṃ
aṭṭhakavaggo 15","phandamānaṃ pajaṃ disvā,
macche app'odake yathā,
<b>aññam'aññehi</b> byāruddhe,
disvā maṃ bhayam'āvisi.",AN5.54,samayasuttaṃ,"saṅghe kho pana, bhikkhave, bhinne <b>aññam'aññaṃ</b> akkosā ca honti, <b>aññam'aññaṃ</b> paribhāsā ca honti, <b>aññam'aññaṃ</b> parikkhepā ca honti, <b>aññam'aññaṃ</b> pariccajā ca honti.",TH257,pārāpariyattheragāthā,"pariccajitvā saddhammaṃ, <b>aññam'aññehi</b> bhaṇḍare.
diṭṭhigatāni anventā, idaṃ seyyo'ti maññare."
2397,atīta 2,pp,past; gone past; bygone,MN131,bhaddekarattasuttaṃ,"<b>atītaṃ</b> n'ānvāgameyya,
nappaṭikaṅkhe anāgataṃ,
yada-<b>atītam</b>'pahīnan'taṃ,
appattañ'ca anāgataṃ.",AN4.21,paṭhamauruvelasuttaṃ,"ye ca <b>atītā</b> sambuddhā, ye ca buddhā anāgatā.
yo c'eta'r'ahi sambuddho, bahunnaṃ sokanāsano.",SN21.10,theranāmakasuttaṃ,"kathañ'ca, thera, ekavihāro vitthārena paripuṇṇo hoti. idha, thera, yaṃ <b>atītaṃ</b> taṃ pahīnaṃ, yaṃ anāgataṃ taṃ paṭinissaṭṭhaṃ, paccuppannesu ca attabhāvapaṭilābhesu chandarāgo suppaṭivinīto.",MN137,saḷāyatanavibhaṅgasuttaṃ,pubbe vā paṭiladdhapubbaṃ <b>atītaṃ</b> niruddhaṃ vipariṇataṃ samanussarato uppajjati somanassaṃ. yaṃ evarūpaṃ somanassaṃ idaṃ vuccati gehasitaṃ somanassaṃ.
2404,atītamaddhānaṃ,ind,in the past; previously,SN22.79,khajjanīyasuttaṃ,"evaṃrūpo ahosiṃ <b>atītam'addhānan</b>'ti, iti vā hi, bhikkhave, anussaramāno rūpaṃ'y'eva anussarati",MN61,ambalaṭṭhika rāhulovādasuttaṃ,"ye hi keci, rāhula, <b>atītam'addhānaṃ</b> samaṇā vā brāhmaṇā vā kāyakammaṃ parisodhesuṃ, … sabbe te evam'evaṃ paccavekkhitvā paccavekkhitvā kāyakammaṃ parisodhesuṃ",MN38,mahātaṇhāsaṅkhayasuttaṃ,"api nu tumhe, bhikkhave, evaṃ jānantā evaṃ passantā pubb'antaṃ vā paṭidhāveyyātha, ahesumha nu kho mayaṃ <b>atītam'addhānaṃ</b>, nanu kho ahesumha atītam'addhānaṃ, kiṃ nu kho ahesumha atītam'addhānaṃ",MN2.2,sabbāsavasuttaṃ,ahosiṃ nu kho ahaṃ <b>atītam'addhānaṃ</b>? na nu kho ahosiṃ <b>atītam'addhānaṃ</b>? kiṃ nu kho ahosiṃ <b>atītam'addhānaṃ</b>?
2598,attha 1.2,masc,benefit; profit; good; welfare,SNP8,mettasuttaṃ,"karaṇīyam'<b>attha</b>kusalena,
yaṃ taṃ santaṃ padaṃ abhisamecca,
sakko ujū ca suhujū ca,
suvaco c'assa mudu, anatimānī.",AN5.198,vācāsuttaṃ,"kālena ca bhāsitā hoti, saccā ca bhāsitā hoti, saṇhā ca bhāsitā hoti, <b>attha</b>saṃhitā ca bhāsitā hoti, mettacittena ca bhāsitā hoti.",,,,,,
2736,atthi 1.1,pr,there is; there exists,SNP13,"ratanasuttaṃ
cūḷavaggo 1","yaṅ'kiñci vittaṃ idha vā huraṃ vā,
saggesu vā yaṃ ratanaṃ paṇītaṃ.
na no samaṃ <b>atthi</b> tathāgatena",TH179,sāṭimattiyattheragāthā,"paccati munino bhattaṃ,
thokaṃ thokaṃ kule kule,
piṇḍikāya carissāmi,
<b>atthi</b> jaṅghābalaṃ mamā'ti.",UD73,tatiya nibbāna paṭisaṃyuttasuttaṃ,"<b>atthi</b>, bhikkhave, ajātaṃ abhūtaṃ akataṃ asaṅkhataṃ",MN10,mahāsatipaṭṭhānasuttaṃ,<b>atthi</b> kāyo'ti vā pan'assa sati paccupaṭṭhitā hoti.
3281,adhimatta,adj,extreme; excessive; utmost; intense,AN8.74,dutiya maraṇassatisuttaṃ,"seyyathā'pi ādittacelo vā ādittasīso vā, tass'eva celassa vā sīsassa vā nibbāpanāya <b>adhimattaṃ</b> chandañ'ca vāyāmañ'ca ussāhañ'ca ussoḷhiñ'ca appaṭivāniñ'ca satiñ'ca sampajaññañ'ca kareyya.",,,,,,,,,
3641,ananubodha,masc,non-comprehension (of); misunderstanding (of),NIDD2.2.1,ajita māṇava pucchā niddesa,avijjā'ti dukkhe aññāṇaṃ … yaṃ evarūpaṃ aññāṇaṃ adassanaṃ anabhisamayo <b>ananubodho</b> asambodho appaṭivedho asaṃgāhanā apariyogāhanā asamapekkhanā,DN16.22,mahāparinibbānasuttaṃ,"catunnaṃ, bhikkhave, dhammānaṃ <b>ananubodhā</b> appaṭivedhā evam'idaṃ dīgham'addhānaṃ sandhāvitaṃ saṃsaritaṃ mamañ'c'eva tumhākañ'ca",,,,,,
3891,anāgata 2,pp,future,MN131,bhaddekarattasuttaṃ,"atītaṃ n'ānvāgameyya, nappaṭikaṅkhe <b>anāgataṃ</b>. yadatītam'pahīnan'taṃ, appattañ'ca <b>anāgataṃ</b>.",AN4.21,paṭhamauruvelasuttaṃ,"ye ca atītā sambuddhā, ye ca buddhā <b>anāgatā</b>.
yo c'eta'r'ahi sambuddho, bahunnaṃ sokanāsano.",SN21.10,theranāmakasuttaṃ,"kathañ'ca, thera, ekavihāro vitthārena paripuṇṇo hoti. idha, thera, yaṃ atītaṃ taṃ pahīnaṃ, yaṃ <b>anāgataṃ</b> taṃ paṭinissaṭṭhaṃ, paccuppannesu ca attabhāvapaṭilābhesu chandarāgo suppaṭivinīto.",SN22.79,khajjanīyasuttaṃ,"ahañ'c'eva kho pana <b>anāgataṃ</b> rūpaṃ abhinandeyyaṃ, <b>anāgatam</b>'p'āhaṃ addhānaṃ evam'eva rūpena khajjeyyaṃ, seyyathā'pi eta'r'ahi paccuppannena rūpena khajjāmī'ti"
