root_key	root_group	root_sign	root_meaning	sanskrit_root	sanskrit_root_class	sanskrit_root_meaning	pali_root_family	sanskrit_root_family	sanskrit_dump
√car 2	1	a	act, behave	√car	1	move	saṃ ā √car	samācar	samācarati, samācīrṇa, samācāra +, samācarta, samācāra, samācarat, samācaraṇa
√car 2	1	a	act, behave	√car	1	move	saṃ ud ā √car	samuccar	samudācharaṇa, samudācarati, samudācar, samudācīrṇa
√cal	1	a	shake, tremble	√cal	1	stir	√cal		calitvā, calā, cala, acala, calayati, acala, parvata, giri, niścala, cālayitum, calat, cañcala, calamāna, niścala +, cāla, calayat, acalat, calayamāna, na + calamāna, calati, calita, cālayitvā
√cal	1	a	shake, tremble	√cal	1	stir	pa √cal		pracala, capalatā, pracalita, cāpala, pracal, pracalati, acapala, capala, pracālayati, pracalāyamāna, pracālaka, pracal
√cal	1		shake, tremble	√cal	1	stir	vi √cal		
√cal	1	a	shake, tremble	√cal	1	stir	saṃ √cal		saṃcalati, saṃcal
√cal	1	*e	shake, tremble	√cal	1	stir	saṃ pa √cal		sam + pracalita, sam + pracalayati
√cāy	1	a	honour	√cāy	1	note, observe	apa √cāy		apacāyita, apacāyin, apacāyyamāna, apacāyaka, apacita, na + apacita, apacāyati
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	√ci	ci	caitya, caya, cinvāna, cita, cinvat, kāyatva, kāya, citikā, cīyate, citā, kāyika
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	anu √ci	anuci	
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	anu vi √ci		anu + vicinvat
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	apa √ci	apaci	apracinvat, apraci, apacaya, apacinoti, apracinoti
√ci 1	5		gather, accumulate	√ci	1, 2, 5	gather	abhi saṃ ā √ci		
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	ava √ci	avaci	avacinvat, avacetum
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	ā √ci	āci	ācinvat, ācita, ācinoti, ācaya
√ci 1	5		gather, accumulate	√ci	1, 2, 5	gather	ud √ci	ucci	uccaya
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	upa √ci	upaci	upacaya, upcītvā, na + upacīyate, upacita, upacinoti
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	ni √ci	nici	nicaya, nikāya, nicaya +
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	nī √ci	niści	niraceṣṭa, niścita, naiścitya, niścetum, niścitya, niścinoti, na + niścaya
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	pa √ci	praci	pracinvat (pluck), pracīyate, viceṣyati, pracinvat
√ci 1	5	*aya	gather, accumulate	√ci	1, 2, 5	gather	pa vi √ci	pravici	pavicayati, pravicinoti, pravicinvat, praviciyat
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	pati √ci		pracaya
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	pati vi √ci		
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	pari √ci	parici	paricaya, paricita, su + paricita
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	vi √ci	vici	vicita, viceṣyati, vicinoti, vicaya, vicitya, vicayāt, vicinvat
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	vi nī √ci	viniści	suviniścita, viniścita, viniścaya, viniścāyin, vinicayayat, viniścitya, na + viniścita
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	saṃ √ci	saṃci	+ cinvat, saṃcita, saṃcaya
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	saṃ ud √ci	samucci	samuccita, samuccaya
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	saṃ ni √ci	saṃnici	saṃnicaya, saṃnicita
√ci 1	5	nā	gather, accumulate	√ci	1, 2, 5	gather	saṃ pari √ci		sam + paricita
√ci 2	5	nā	note, observe	√ci	1, 3, 5	note, observe	apa √ci	apaci	prāyaścitta, prāyaścitti, apacāyati
√cikkh	1	a	show, tell	√khyā √cakṣ	2	see	abhi ā √cikkh		abhyākhyetum, abhyākhyāt, na + abhyākhyāti, abhyākhyāti, abhyākhyāna, duṣpravāda, paiśunya, piśunavāda, durapavāda, paravāda
√cikkh	1	a	show, tell	√khyā √cakṣ	2	see	ā √cikkh		ākhyātum, ākhyāta, ākhīyate, ācakṣaṇa, ākhyat, ākhyā, ākhīyamāna, ākhyāti, ākhyātavya, ācakṣat, ākhyāt, ākhyātṛ, na + ākhyā
√cikkh	1	a	show, tell	√khyā √cakṣ	2	see	pati ā √cikkh		pratyācikhyāsati
√cikkh	1	a	show, tell	√khyā √cakṣ	2	see	pati saṃ √cikkh		pratisaṃkhyā, pratisaṃśikṣat, pratisaṅkhyetavya, pratisaṃśikṣati
√cikkh	1	a	show, tell	√khyā √cakṣ	2	see	vi ā √cikkh		vyācikhyāsati
√ciṭ	1	a	send, abuse	√ciṭ	1	send out	√ciṭ		ceṭī, ceṭikā, ceṭaka
√cit 1	8	*e	think, intend	√cit √cint	1, 2, 3	perceive, know, appear	√cit	cint	na + cetayamāna, cetanā, sacetas, acittī, cetase, cittatā, cetana, cetasaḥ, acetana, cikitsati, cetaḥ, cetayamāna, cetasika, sacitta +, cintya, sucetas, citti, na + cetaska, cintayati, citta, sacetana, cetas, na + cetaḥ, citra, na + cetayat, cetayati, cetayitvā, acitta, cetita, cetasā
√cit 1	8	*e	think, intend	√cit √cint	1, 2, 3	perceive, know, appear	adhi √cit	abhicint	adhi + cetas, adhicitta +, adhicitta
√cit 1	8	*aya	think, intend	√cit √cint	1, 2, 3	perceive, know, appear	abhi √cit		adhicittaśikṣā, abhisaṃcintayati (remembers), abhi + saṃcetita
√cit 1	8	*aya	think, intend	√cit √cint	1, 2, 3	perceive, know, appear	abhi saṃ √cit	abhisaṃcint	abhisaṃcintayati (remembers), abhisaṃcetayat (remembers), abhi + saṃcetita
√cit 1	8	*e	think, intend	√cit √cint	1, 2, 3	perceive, know, appear	pa √cit	pracint	pracetana
√cit 1	8	sa	think, intend	√cit √cint	1, 2, 3	perceive, know, appear	vi √cit	vicint	vicit, avicikitsat, na + vicikitsā, avicikitsin, vicikitsā, vicikitsin, vaicikitsa (bsk), vicikitsati, nirvicikitsa, nir + vicikitsā
√cit 1	8	*e	think, intend	√cit √cint	1, 2, 3	perceive, know, appear	saṃ √cit	saṃcint	saṃcintya, saṃcetanika (bsk), na + saṃcetanika (bsk), saṃcetanā (bsk), na + saṃcintya
√cit 2	1	a	mark	√cit	1, 2, 3	perceive, know, appear	√cit	cit	citra, cetanaka (price) (bsk), caitra (< citra), citraka, cetayat (bsk), cetanaka (bsk), cetayati (bsk)
√cit 2	1	a	mark	√cit	1, 2, 3	perceive, know, appear	vi √cit	vicit	vicitra
√citt	8	*e	paint, design	√cit √citraya	10	make variegated	√citt	cit	citra, citrā, caitra (< citra), citraka, citratara, citrita, sucitra, cittatā, su + citrita
√cint	8	*aya	think	√cint	10	think	√cint	cint	cintayitvā, na + cintita, cintita, cintayeyam, cintayitavya , cintitavya, cintin, na + cintya, na + cintanīya, a + cintya, cintya, cintyamāna, cintayitvā , cintitvā, cintayati, cintana, na + cintaka, cintaka, na + cintanīyatva, cintayat, cintayitum , cintitum, cintā
√cint	8	*e	think	√cint	10	think	anu √cint	anucint	
√cint	8	*aya	think	√cint	10	think	anu vi √cint	anuvicint	anuvicintayat, anuvicintayitvā, anuvicintayati
√cint	8	*e	think	√cint	10	think	vi √cint	vicint	vicintya, vicintayati, vicintayat
√cint	8	*e	think	√cint	10	think	saṃ √cint	saṃcint	saṃcintayati
√cil	1	a	clothe	√cil	6	put on clothes	√cil	cil	cela, acelaka (bsk), celaka, cillati, na + cela, nis + cela
√cu	1	a	shift, fall away, die	√cyu	1	move, stir	√cu	cyu	cyāvayamāna, cyāvayitvā, cyavitum, cyutvā, cyavana, na + cyavana, acyuta, cyāvana, cyāvayat, chyavamāna, cyuta, cyavana +, cyāvayatuṃ, na + cyuti, acyutāḥ (< acyuta), cyāvayati, cyavate, cyuti
√cuṇṇ	8	*e	grind, crush, powder	√cūrṇ	10	powder	√cuṇṇ	cūrṇ	cūrṇaka, cūrṇa
√cuṇṇ	8	*e	grind, crush, powder	√cūrṇ	10	powder	vi √cuṇṇ	vicūrṇ	vicūrṇita, vicūrṇya
√cuṇṇ	8	*e	grind, crush, powder	√cūrṇ	10	powder	saṃ √cuṇṇ	saṃcūrṇ	
√cud	8	*e	impel, accuse	√cud	1	impel	√cud		codayamāna, codita, codyamāna, na + codita, na + codyamāna, codanā, codayitum, codayati, codayat, codaka, codayitavya, codayitvā, codya, cud
√cud	8	*e	impel, accuse	√cud	1	impel	pati √cud		praticodayati
√cud	8	*e	impel, accuse	√cud	1	impel	saṃ √cud		
√cup	1	*e	move	√cup	1	stir	√cup		copayati
√cup	1	*e	move	√cup	1	stir	ud √cup		ud + cupayitvā
√cup	1	*e	move	√cup	1	stir	saṃ √cup		saṃ + copana
√cumb	1	a	kiss	√cumb	1	kiss	√cumb		cumbita, cumbati, cumbya
√cumb	1	a	kiss	√cumb	1	kiss	pari √cumb		paricumbati
√cur	8	*e	steal	√cur	3, 10	steal	√cur		corayat, na + corī, cur, coraka, corayati, corī, cora, corikā
√chaḍḍ	8	*e	discard, abandon	√chṛd √tyaj	1, 7	spue, eject	√chaḍḍ	chṛd / tyaj	chardayamāna, chardayat, tyajanīya, chardati, na + tyajita, ṣṭyūta, tyajita, chardi, vānti, vami, chṛd, achārdīt, chardayitvā, chardayati, chardita, chṛd
√chaḍḍ	8	*e	discard, abandon	√chṛd √tyaj	1, 7	spue, eject	ud √chaḍḍ	uttyaj	uttyaktvā
√chaḍḍ	8	*aya	discard, abandon	√chṛd √tyaj	1, 7	spue, eject	vi √chaḍḍ		vicchardayamāna
√chad	8	*e	cover, conceal	√chad	1	cover	√chad	chad	chāda, chāttra, chadana, chādayitvā, na + chattra, na + channa, chattrin, channa +, chādita, chādaka, chadayitum, chada, dur + channa, chādana, channa, chattraka, accha, svaccha (su + accha), chadayat, chattra, chādayamāna, chādayati, su + channa
√chad	8	*e	cover, conceal	√chad	1	cover	abhi √chad	abhicchad	abhi + channa
√chad	8		cover, conceal	√chad	1	cover	abhi saṃ √chad		
√chad	8	*e	cover, conceal	√chad	1	cover	ava √chad	avacchad	avacchada
√chad	8	*e	cover, conceal	√chad	1	cover	ā √chad	ācchad	ācchadya, ācchādayitum, ācchādayati, ācchādana, ācchādya
√chad	8	*e	cover, conceal	√chad	1	cover	ud √chad	ucchad	ucchādana
√chad	8	*e	cover, conceal	√chad	1	cover	pa √chad	pracchad	pracchada, pracchāda
√chad	8	*e	cover, conceal	√chad	1	cover	pati √chad	praticchad	na + pracchanna, praticchādayati, pracchādaka, praticchadana +, praticchadana, pracchanna, praticchadayat, supracchanna, pracchanna +
√chad	8	*e	cover, conceal	√chad	1	cover	pari √chad	paricchad	pārijāta, pārijātaka, paricchanna, paricchada, pārijāta, na + paricchanna
√chad	8	*e	cover, conceal	√chad	1	cover	vi √chad	vicchad	
√chad	8	*e	cover, conceal	√chad	1	cover	saṃ √chad	saṃchad	saṃchanna
√chand	8	*e	desire, please	√chad √chand	1, 2	seem, please	√chand		na + chandika, chandasvat, na + chanda, chadayati, chanda
√chand	8	*e	desire, please	√chad √chand	1, 2	seem, please	ā √chand		na + acacchadat, na + ācchadayati, acachadat
√chand	8	*e	desire, please	√chad √chand	1, 2	seem, please	vi √chand		vichandanā (bsk), vicchindika (bsk), vi + chanda, vi + chandana (charming)
√chā	1	a	be hungry	√psā	2	devour	√chā		psāta, psāta +, niḥpsāta
√chā	1	a	be hungry	√psā	2	devour	ati √chā		ati + psāta
√chid	2	ṃa	cut, steal	√chid	7, 9	cut off	√chid		chedayati, cecchidyate, acchedi, chettṛ, chinnatva, cicheda, chettum, su + chidya, chetsyati, dus + chidya, chidya, chedana, chedayitvā, chedana +, chittvā, chedaka, acchidra, chid, cheda, chinna, na + chinna, chidyate, chid, chettum, chinatti, chedayat, chidra, acicchidat, chedya, acchinat, acchidat, chindet, chindat, chida, chidravat, acchidat, a + cchidra
√chid	2	ṃa	cut, steal	√chid	7, 9	cut off	ava √chid		avacchedaka (distinguishing), na + avacchedana
√chid	2	ṃa	cut, steal	√chid	7, 9	cut off	ā √chid		ācchid, achittvā, ācchidya, ācchinna, ācchindat, steya, stainya, ācchinatti, ācchedana, acchidat, acchaitsīt
√chid	2	ṃa	cut, steal	√chid	7, 9	cut off	ud √chid		anuccheda, ucchittvā, uchinatti, ucchid, ucchidya, ucchinna +, ucchid, aucchinat, uccheda, ucchidyate, ucchinna, uchindat
√chid	2	ṃa	cut, steal	√chid	7, 9	cut off	upa √chid		uccheda, upaccheda (bsk), ucchid, ucchinatti, ucchinatti, anavacchinna +, upa + chid, upacchedana (bsk), avacchinna, upacchinna (bsk)
√chid	2	*e	cut, steal	√chid	7, 9	cut off	nī √chid		
√chid	2	ya	cut, steal	√chid	7, 9	cut off	pa √chid		pracchindat, pracchinatti, pracchitta, pracchittvā
√chid	2	ṃa	cut, steal	√chid	7, 9	cut off	pari √chid		pariccheda, pari + acchidat, pariccheditavya, paricchinna, paricchinatti, paricchittvā, paricchidya
√chid	2	ṃa	cut, steal	√chid	7, 9	cut off	vi √chid		aviccheda, na + vicchittvā, vicchedana, vicchittvā, viccheda, na + viccheda + -tā
√chid	2	ṃa	cut, steal	√chid	7, 9	cut off	vi ud √chid		na + vyavacchinna, vyucchidyati, vyavacchinna
√chid	2	ṃa	cut, steal	√chid	7, 9	cut off	saṃ √chid		saṃchinatti, saṃchittvā, saṃchinna
√chid	2	ṃa	cut, steal	√chid	7, 9	cut off	saṃ ud √chid		samuccheda, su + samucchinna, samucchinna +, samucchinna, samucchid, samucchinatti, samucchid, samucchedana, na + samucchinna, samuccheditavya, samucchedana
√chuṭ	8	*e	cut off	√chuṭ	10	cut	nī √chuṭ		nir + kṣodayati
√chup	1	a	touch	√chup	6	touch	√chup		na + chuppat, na + chuppati, chuppat, chuppati, chupta
√chup	1	*e	touch	√chup	6	touch	ā √chup		
√chubh	1	a	throw out	√chṛd	2	spue, eject	upa √chubh		upacchṛṇaṭṭi
√chubh	1	a	throw out	√chṛd	2	spue, eject	nī √chubh		
√jakkh	1	a	eat	√jakṣ	1, 2	eat	√jakkh		jagdhi, ajagdhi, ajakṣita, ajagdhi
√jagg	1	a	look after	√jāgṛ	1, 2	wake	√jagg		jāgaraṇa +, na + jāgṛta, jāgaraṇa
√jagg	1	a	look after	√jāgṛ	1, 2	wake	pati √jagg		pratijāgaraṇa, pratijāgārya, na + pratijāgarti, pratijāgarta, pratijāgartya, pratijāgaryamāṇa, pratijāgara, pratijāgarti, pratijāgartvā, pratijāgaramāṇa, su + pratijāgarta
√jaggh	1	a	laugh	√ghagh √ghaggh	1	laugh	√jaggh		gharghara, ghagghati
√jaggh	1	a	laugh	√ghagh √ghaggh	1	laugh	anu √jaggh		anu + gagghat, anu + gagghati
√jaggh	1	a	laugh	√ghagh √ghaggh	1	laugh	anu ava √jaggh		
√jaggh	1	a	laugh	√ghagh √ghaggh	1	laugh	anu pa √jaggh		anu + pra + ghagghati
√jaggh	1	a	laugh	√ghagh √ghaggh	1	laugh	anu saṃ √jaggh		anu + saṃ + ghagghati
√jaggh	1	a	laugh	√ghagh √ghaggh	1	laugh	ud √jaggh		uccagghati (bsk), ud + gaggh, ghagghyamāna, uccagghati (bsk), ud + ghagh
√jaggh	1	a	laugh	√ghagh √ghaggh	1	laugh	pa √jaggh		
√jaggh	1	a	laugh	√ghagh √ghaggh	1	laugh	saṃ √jaggh		ghargharī, saṃ + ghagghati
√jaṭ	1	a	twist, tangle	√jhaṭ	1	become entangled	√jaṭ		nir + jaṭā, jaṭila, jaṭā, jaṭita, jaṭilaka, jaṭilaka +
√jaṭ	1	a	twist, tangle	√jhaṭ	1	become entangled	vi √jaṭ		vijhaṭayat, vi + jaṭ, vi + jaṭ, jhaṭ, vijhaṭayitvā, vijhaṭayati
√jan	3		be born, produce	√jan	4	give birth, be born	√jan	jan	jantuka, jana, janayitṛ, jāyet, jātīya, jātika (bsk) +, jātya, janayitvā, jātimat, a + janya, janya, jānya (bsk), janyate, janayati, janitavya, jananī, ajījanat, janika, janatā, janavat, jāyā, jananī, jānī, jāyātva, jātīya, jātika (bsk), jāyate, ja, na + janayitvā, na + jāyamāna, jāta +, jāti, janati, janyat, jāyeta, jātaka, jāta, janana, sujana, janayitum, sujāta, janāḥ (< jana), na + janayitavya, jantu, na + jāti, ajāta, jāyamāna, sva + jana, janaka, janayitrī, janitrī, jāni, jani, janayitavya, janayita, sujātā
√jan	3	ya	be born, produce	√jan	4	give birth, be born	abhi √jan	abhijan	abhijāyate, abhijāti, abhijāti +, abhijāta
√jan	3	ya	be born, produce	√jan	4	give birth, be born	ava √jan		
√jan	3	ya	be born, produce	√jan	4	give birth, be born	ā √jan	ājan	ājāyate, ājāneya + vat, ājāneyya, ājāneya, na + ājāneyya, na + ājāneya
√jan	3	ya	be born, produce	√jan	4	give birth, be born	upa √jan	upajan	
√jan	3	ya	be born, produce	√jan	4	give birth, be born	upa vi √jan		upa + vijanyā
√jan	3	ya	be born, produce	√jan	4	give birth, be born	ni √jan		nija
√jan	3	ya	be born, produce	√jan	4	give birth, be born	pa √jan	prajan	prajā
√jan	3	ya	be born, produce	√jan	4	give birth, be born	pati √jan	pratijan	pratijāta
√jan	3	ya	be born, produce	√jan	4	give birth, be born	pati ā √jan	pratyājan	pratyājāyate, pratyājāti (bsk), pratyājāta
√jan	3	ya	be born, produce	√jan	4	give birth, be born	pari √jan		parijana
√jan	3	ya	be born, produce	√jan	4	give birth, be born	vi √jan	vijan	vijātā, vijantvā, vijāta, na + vijanana, vijātīya, vijanana, vijāti +, vijana, vijāyate, vijanyantī
√jan	3	ya	be born, produce	√jan	4	give birth, be born	saṃ √jan	saṃjan	saṃjanana, saṃjāta, saṃ + jāti, saṃjāyamāna, saṃjāyate
√japp	1	a	mutter, pray	√jap	1	whisper	√japp		japana (praying), japati, jap, japita (muttered), jalpa, japat, na + japa, japin, japa, carvaṇā
√japp	1	a	mutter, pray	√jap	1	whisper	abhi √japp		na + abhijalpati, abhijalpati
√japp	1	a	mutter, pray	√jap	1	whisper	pa √japp		prajapati, na + prajapati, prajāpa
√japp	1	a	mutter, pray	√jap	1	whisper	pari √japp		parijaptvā
√jambh	1	a	yawn, stretch, wake up	√jṛmbh	1	gape	√jambh		jṛmbhaṇa, jṛmbha, jṛmbhate, jambuka
√jambh	1	a	yawn, stretch, wake up	√jṛmbh	1	gape	vi √jambh		vijṛmbhikā, vijṛmbhita, vijṛmbhitvā, vijṛmbh, vijṛmbhate, vijṛmbhaṇa
√jar	1	a	age	√jṛ √jṝ	1, 4, 6, 9, 10	waste away	√jar		jaras, ajaras, jara, jvar, nirjara, jarā, na + jarjara, jarayā, jara +, jarjara
√jar	1	a	age	√jṛ √jṝ	1, 4, 6, 9, 10	waste away	nī √jar		nirjara
√jal 1	1	a	shine, blaze	√jval	1	burn, flame	√jal		jvalitvā, jvāla, jvālin, jvālayitum, jājvalati, jvalat, jvalita, jvālā, jvālayat, jvalati, jvālayitvā, ujjvalana, jvālayamāna, jvālayati, jājvalyamāna
√jal 1	1	a	shine, blaze	√jval	1	burn, flame	abhi ud √jal		
√jal 1	1	a	shine, blaze	√jval	1	burn, flame	ud √jal		ujjval, ujjvalana, ujjvālya, ujjvalayitavya
√jal 1	1	a	shine, blaze	√jval	1	burn, flame	pa √jal		prajval, prajvalana, prajvalita, prajvalati
√jal 1	1	a	shine, blaze	√jval	1	burn, flame	saṃ pa √jal		samprajvalita
√jal 2	8	*e	hide, conceal	√jal	10	cover up	√jal		jambāla, jīrṇa, jālaka, jālin, jāla, jhallikā, jamba, jāla + -tā, jala, jalaukā, jalūkā, jalaukas, raktapā
√jāgar 1	1	a	be awake, watchful	√jāgṛ √gṛ	1, 2, 3	wake	√jāgar		jāgaraṇa, jāgaryā, jāgramāṇa, jāgarti, jāgarita, jāgara, jāgrat
√jāgar 2	7	o	be awake, watchful	√jāgṛ √gṛ	1, 2, 3	wake	pati √jāgar		pratijāgarti
√ji 1	1	*āpaya	conquer	√ji	1, 2	conquer	√ji		jitvā, jaya, jayat, jayati, cikīrṣā, jeṣyati, jetṛ, jayet, jigīṣat, jīyate, ajeya, ji, jayanta, ajaiṣīt, na + jāpayat, jigīṣati, jāpayati, jigīṣu, jigīṣamāṇa, jigīṣita
√ji 1	1	a	conquer	√ji	1, 2	conquer	abhi √ji		abhijita
√ji 1	1	a	conquer	√ji	1, 2	conquer	ud √ji		ujjayana
√ji 1	1	sa	conquer	√ji	1, 2	conquer	ni √ji		ni + jigīṣamāṇa +, ni + jigīṣati, ni + jigīṣamāṇa
√ji 1	1	a	conquer	√ji	1, 2	conquer	parā √ji		parājaya, parājaiṣṭa, pārājika (bsk),  pārājayaka (< parājaya), aparājita, parāji, parājayat, parājita
√ji 1	1	a	conquer	√ji	1, 2	conquer	vi √ji		vijītvā, vijaya, vijayā, vijītya, vijayati
√ji 1	1	a	conquer	√ji	1, 2	conquer	saṃ √ji		sṛñjaya / saṃjaya, saṃjaya
√ji 2	5	nā	conquer	√ji √jyā	9	conquer	√ji		ajāyi, na + jinat, jina, jayet, jinat, ajaiṣīt, jita, ajita, jayati, jetum, jayitum, ji
√ji 2	5	nā	conquer	√ji √jyā	9	conquer	apa √ji		ajaya
√ji 2	5	nā	conquer	√ji √jyā	9	conquer	abhi vi √ji		abhivijīta, abhivijītya, abhivijināti, abhivijītvā
√ji 2	5	nā	conquer	√ji √jyā	9	conquer	ava √ji		na + avajīyate
√ji 2	5	nā	conquer	√ji √jyā	9	conquer	parā √ji		parāji, parājayate
√ji 2	5	nā	conquer	√ji √jyā	9	conquer	vi √ji		na + vijita, viji, vijināti, vijitavān, vijitya, vijita
√jī	3	ya	age, decay	√jṝ √jṛ	1, 4, 6, 9	waste away	√jī		jīryati, jṝ, jīrṇa, ajeya, ajīryamāṇa, jīryamāṇa
√jī	3	ya	age, decay	√jṝ √jṛ	1, 4, 6, 9	waste away	ava √jī		
√jīr	1	a	grow old, decay	√jṝ √jṛ	1, 4, 6, 9	waste away	√jīr		jīrṇatā, ajīrṇa, jīrṇaka, jarayat, jīryati, na + jṛṇāti, na + jāraṇa, jīrṇa, ajārīt, ajarat, ajīrṇa (na + jīrṇa), jīryamāṇa, jṛṇāti
√jīr	1	a	grow old, decay	√jṝ √jṛ	1, 4, 6, 9	waste away	nī √jīr		nirjarayitavya, nirjarati, nirjīrṇa
√jīr	1	a	grow old, decay	√jṝ √jṛ	1, 4, 6, 9	waste away	pari √jīr		parijīrṇa
√jīv	1	a	live	√jīv	1	live	√jīv	jīv	jīvitavya, durjīva, jīvaka, jīvamāna, jīvati, jīva, jīvin, jīvitum, nir + jīva, durjīva +, jīvā, durjīvita, jīvikā, saṃjīvana, jīvat, jīvita, sujīva
√jīv	1	a	live	√jīv	1	live	adhi ā √jīv		
√jīv	1	a	live	√jīv	1	live	anu √jīv	anujīv	
√jīv	1	a	live	√jīv	1	live	ā √jīv	ājīv	ājīva, ājīvaka, sajjīva (bsk), ājīvita, ājīvin, ājīvaka +
√jīv	1	a	live	√jīv	1	live	upa √jīv	upajīv	upajīvin, upajīvamāna, upajīvana
√jīv	1	a	live	√jīv	1	live	pa √jīv		prajīvat
√jīv	1	a	live	√jīv	1	live	pati saṃ √jīv		prati + saṃjīvita
√jīv	1	a	live	√jīv	1	live	saṃ √jīv	saṃjīv	saṃjīva, saṃjīvana, saṃjīvaka
√ju	1	a	be fast	√jū	1, 9	be swift	√ju		java, javana, javena
√ju	1	a	be fast	√jū	1, 9	be swift	abhi √ju		abhi + jū, javate
√ju	1	a	be fast	√jū	1, 9	be swift	ava √ju		ava + javana, ava + javanikā
√ju	1	a	be fast	√jū	1, 9	be swift	ā √ju		ā + java
√ju	1	a	be fast	√jū	1, 9	be swift	ud √ju		ud + java, ud + javana, ud + javanikā
√jut	1	*a	shine	√dyut	1	shine	√jut		dyotayati, jyotis, dyut, dyotayati, na + dyotakatva, dyotaka, dyotana, adyotaka, jyotsnā, dyuti, dyutimat, jyotiṣa, dyotayat, dyotat, dyutimat +, dyotate, jotika, dyotayamāna
√jut	1	a	shine	√dyut	1	shine	ud √jut		uddyota
√jut	1	*a	shine	√dyut	1	shine	pa √jut		pradyota, pradīpa, pradyotaka, pradyota
√jut	1	*a	shine	√dyut	1	shine	vi √jut		vidyotamāna, vidyutā, vidyotayat, vidyut, vidyotayati, vidyotana
√jus	6	ṇhā	like, please	√juṣ	2, 6	enjoy	√jus		jyotsnā
√jhap	8	*e	burn, blaze	√kṣai √kṣā	1, 4	burn	√jhap		jvalya, jvālā
√jhā	3	ya	think, meditate	√dhyai √dhyā	2, 4	think	√jhā		na + dhyāyat, dhyānika, dhyāyati, dhyāna, adhyāyaka, dhyāya (< dhyā), dhīta, dhyāyat, dhyāyin, dhyānin, na + dhyānin, dhyāyamāna
√jhā	3	ya	think, meditate	√dhyai √dhyā	2, 4	think	ati ni √jhā		
√jhā	3	ya	think, meditate	√dhyai √dhyā	2, 4	think	apa √jhā		apadhyāyati
√jhā	3	ya	think, meditate	√dhyai √dhyā	2, 4	think	abhi √jhā		abhidhyai, abhidhyā, abhidhyālu, na + abhidhyāyati, abhidhyāyat, abhidhyāyati, na + abhidhyālu +, na + abhidhyā, abhidhyāna, abhidhyātṛ, na + abhidhyālu, na + abhidhyai
√jhā	3	ya	think, meditate	√dhyai √dhyā	2, 4	think	ava √jhā		avadhyāyati, avadhyāyat, avadhyāna, avadhyai
√jhā	3	ya	think, meditate	√dhyai √dhyā	2, 4	think	ā √jhā		na + ādhyāyati, ādhyāyati
√jhā	3	ya	think, meditate	√dhyai √dhyā	2, 4	think	upa ni √jhā		upa + nidhyāyati, upanidhyāyati (bsk), upanidhyāta, upanidhyāna (bsk)
√jhā	3	*āpe	think, meditate	√dhyai √dhyā	2, 4	think	ni √jhā		nidhyāyayatuṃ, nidhyapti, nidhyāyat, nidhyātvā, nidhyāna, nidhyāyayati, nidhyāta, su + nidhyāta, nidhyāyati
√jhā	3	ya	think, meditate	√dhyai √dhyā	2, 4	think	pa √jhā		pradhyai, pradhyāyat, pradhyāyati
√jhā	3	ya	think, meditate	√dhyai √dhyā	2, 4	think	saṃ pa √jhā		sam + pradhyāyati
√jhe	1	*āpe	burn, blaze	√jval, √kṣai	1, 4	burn, flame	√jhe		jval, kṣai, kṣāma, jhāmaka, kṣāpayati, dhyāyati (bsk), dhyāyita (bsk), jvalayat, kṣai, tāpaka, dhyāyetvā (bsk), jvalati, kṣāyati, kṣāyayamāṇa, na + dīpana / jvālana
√jhe	1	a	burn, blaze	√jval, √kṣai	1, 4	burn, flame	nī √jhe		
√jhe	1	a	burn, blaze	√jval, √kṣai	1, 4	burn, flame	pa √jhe		
√jhe	1	a	burn, blaze	√jval, √kṣai	1, 4	burn, flame	pari √jhe		
√jhe	1	*āpe	burn, blaze	√jval, √kṣai	1, 4	burn, flame	vi √jhe		
